site,type,tmp_id,brw_count,species,visit,Stage,wpt,brw,lat,lon,elevation,time,date,width,height,diggings,smell,feathers,scat,nest_mat,chick_down,eggshell,runway,recent_sign,contents,cam_content,bs_content,pb_content,ctrap_content,status,est_vs_status_cam,est_vs_status_bs,In or out of site,playback_resp,obs_method,Burrow marker type,Notes,Burrowscoper
GP-283,GP,,4,Grey Petrel,2,Late chick rearing,911,GP105,-54.49639002,158.940082,85.503334,,2/08/2018,,,n,n,y,n,y,n,n,y,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-283,GP,,4,Grey Petrel,3,Late chick rearing,911,GP105,-54.49639002,158.940082,85.503334,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,1m up from 104,
GP-283,GP,,4,Grey Petrel,4,Fledging,911,GP105,-54.49639002,158.940082,85.503334,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,1m up from 104,
GP-283,GP,110,4,Grey Petrel,1,Incubation,945,GP106,-54.49632204,158.940244,93.374863,5:38:31,4/06/2018,22,16,y,y,y,y,y,n,n,,,1,occupied,,,,successful,,correct,,,Camera,,"Middle of tussock, green stake",
GP-283,GP,,4,Grey Petrel,2,Late chick rearing,945,GP106,-54.49632204,158.940244,93.374863,,2/08/2018,,,n,n,n,n,y,n,n,y,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-283,GP,,4,Grey Petrel,3,Late chick rearing,945,GP106,-54.49632204,158.940244,93.374863,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"Middle of tussock, green stake",
GP-283,GP,,4,Grey Petrel,4,Fledging,945,GP106,-54.49632204,158.940244,93.374863,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"Middle of tussock, green stake",
GP-94,GP,111,4,Grey Petrel,1,Incubation,915,GP107,-54.49632799,158.938837,34.335979,23:50:37,3/06/2018,36,16,y,n,n,y,n,n,n,,,U,uncertain,,,,empty,,uncertain,,,Camera,,"Middle of tussock, green stake",
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,915,GP107,-54.49632799,158.938837,34.335979,,2/08/2018,,,y,n,n,y,n,n,n,n,,0,empty,,,,empty,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,915,GP107,-54.49632799,158.938837,34.335979,,26/09/2018,,,y,n,y,n,y,n,n,n,,0,empty,,,,empty,,correct,,,Camera,,"Middle of tussock, green stake",
GP-94,GP,,4,Grey Petrel,4,Fledging,915,GP107,-54.49632799,158.938837,34.335979,,4/11/2018,,,,,,,,,,,,0,empty,,,,empty,,correct,,,Camera,,"Middle of tussock, green stake",
GP-94,GP,112,4,Grey Petrel,1,Incubation,916,GP108,-54.49636102,158.938825,34.213886,0:04:28,4/06/2018,22,16,y,n,y,y,n,n,n,,,U,uncertain,,,,empty,,uncertain,,,Camera,,2m SW of 107,
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,916,GP108,-54.49636102,158.938825,34.213886,,2/08/2018,,,y,n,y,y,n,n,n,n,,0,empty,,,,empty,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,916,GP108,-54.49636102,158.938825,34.213886,,26/09/2018,,,y,y,y,n,y,n,y,n,,0,empty,,,,empty,,correct,,,Camera,,2m SW of 107,
GP-94,GP,,4,Grey Petrel,4,Fledging,916,GP108,-54.49636102,158.938825,34.213886,,4/11/2018,,,,,,,,,,,,0,empty,,,,empty,,correct,,,Camera,,2m SW of 107,
GP-94,GP,113,4,Grey Petrel,1,Incubation,921,GP109,-54.49636596,158.938837,35.017082,0:44:33,4/06/2018,27,15,y,n,n,y,y,n,n,,,1,occupied,,,,successful,,correct,,,Camera,,"Near drop off down ridge, green stake",
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,921,GP109,-54.49636596,158.938837,35.017082,,2/08/2018,,,n,n,y,y,y,n,n,y,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,921,GP109,-54.49636596,158.938837,35.017082,,26/09/2018,,,n,y,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"Near drop off down ridge, green stake",
GP-94,GP,,4,Grey Petrel,4,Fledging,921,GP109,-54.49636596,158.938837,35.017082,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"Near drop off down ridge, green stake",
GP-94,GP,114,4,Grey Petrel,1,Incubation,922,GP110,-54.49637996,158.938837,36.524498,0:58:37,4/06/2018,18,11,y,n,n,y,y,n,n,,,U,uncertain,,,,empty,,uncertain,,,Camera,,1m E of 109 and green stake,
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,922,GP110,-54.49637996,158.938837,36.524498,,2/08/2018,,,y,n,y,n,n,n,n,n,,U,uncertain,,,,empty,,uncertain,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,922,GP110,-54.49637996,158.938837,36.524498,,26/09/2018,,,n,n,y,n,y,n,n,y,,0,empty,,,,empty,,correct,,,Camera,,1m E of 109 and green stake,
GP-94,GP,,4,Grey Petrel,4,Fledging,922,GP110,-54.49637996,158.938837,36.524498,,4/11/2018,,,,,,,,,,,,0,empty,,,,empty,,correct,,,Camera,,1m E of 109 and green stake,
GP-94,GP,115,4,Grey Petrel,1,Early chick rearing,925,GP111,-54.49638097,158.938854,35.843216,1:17:39,4/06/2018,24,13,y,n,n,n,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,"2m NE of green stake, 2nd obscure entrance nearer to chick",
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,925,GP111,-54.49638097,158.938854,35.843216,,2/08/2018,,,n,n,n,n,y,n,n,y,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,925,GP111,-54.49638097,158.938854,35.843216,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"2m NE of green stake, 2nd obscure entrance nearer to chick",
GP-94,GP,,4,Grey Petrel,4,Fledging,925,GP111,-54.49638097,158.938854,35.843216,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"2m NE of green stake, 2nd obscure entrance nearer to chick",
GP-94,GP,116,2,Grey Petrel,1,Incubation,930,GP112,-54.49636202,158.938897,38.862167,1:44:50,4/06/2018,25,12,y,n,y,n,y,n,n,,,1,occupied,,,,successful,,correct,,,Camera,,"2m E upslope of green stake, 2 entrances",
GP-94,GP,,2,Grey Petrel,4,Fledging,930,GP112,-54.49636202,158.938897,38.862167,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,wrong,,,Camera,,"2m E upslope of green stake, 2 entrances",
GP-94,GP,117,4,Grey Petrel,1,Early chick rearing,933,GP113,-54.496358,158.938968,39.997353,2:19:22,4/06/2018,27,16,y,n,n,y,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,"On ridgeline, green stake",
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,933,GP113,-54.496358,158.938968,39.997353,,2/08/2018,,,n,n,n,y,n,n,y,n,,0,empty,,,,successful,,wrong,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,933,GP113,-54.496358,158.938968,39.997353,,26/09/2018,,,y,n,y,n,n,n,n,n,,C,occupied,,,,successful,,correct,,,Camera,,"On ridgeline, green stake",
GP-94,GP,,4,Grey Petrel,4,Fledging,933,GP113,-54.496358,158.938968,39.997353,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"On ridgeline, green stake",
GP-94,GP,118,4,Grey Petrel,1,Incubation,936,GP114,-54.49630897,158.939076,43.335106,2:47:55,4/06/2018,33,14,y,n,n,n,y,n,n,,,1,occupied,,,,failed,,correct,,,Camera,,"Top of sie, 4m below short grass, green stake",
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,936,GP114,-54.49630897,158.939076,43.335106,,2/08/2018,,,y,n,n,n,y,n,n,y,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,936,GP114,-54.49630897,158.939076,43.335106,,26/09/2018,,,n,n,n,n,y,n,y,y,,0,empty,,,,failed,,correct,,,Camera,,"Top of sie, 4m below short grass, green stake",
GP-94,GP,,4,Grey Petrel,4,Fledging,936,GP114,-54.49630897,158.939076,43.335106,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"Top of sie, 4m below short grass, green stake",
GP-94,GP,119,4,Grey Petrel,1,Early chick rearing,938,GP115,-54.496271,158.93895,41.508274,3:51:26,4/06/2018,26,15,y,n,n,y,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,"S side of large tussock, green stake",
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,938,GP115,-54.496271,158.93895,41.508274,,2/08/2018,,,n,n,n,n,y,n,n,y,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,938,GP115,-54.496271,158.93895,41.508274,,26/09/2018,,,n,n,n,n,y,n,n,y,,0,empty,,,,failed,,correct,,,Camera,,"S side of large tussock, green stake",
GP-94,GP,,4,Grey Petrel,4,Fledging,938,GP115,-54.496271,158.93895,41.508274,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"S side of large tussock, green stake",
GP-94,GP,120,4,Grey Petrel,1,Incubation,939,GP116,-54.49624702,158.939217,48.839462,4:31:13,4/06/2018,23,18,y,n,n,y,y,n,n,,,1Egg,occupied,,,,successful,,correct,,,Seen,,3m NE of camera trap in amongst hummocks,
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,939,GP116,-54.49624702,158.939217,48.839462,,2/08/2018,,,n,n,n,n,y,n,n,y,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,939,GP116,-54.49624702,158.939217,48.839462,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,3m NE of camera trap in amongst hummocks,
GP-94,GP,,4,Grey Petrel,4,Fledging,939,GP116,-54.49624702,158.939217,48.839462,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,3m NE of camera trap in amongst hummocks,
GP-94,GP,121,3,Grey Petrel,1,Early chick rearing,941,GP117,-54.49625599,158.939333,53.449249,4:45:09,4/06/2018,27,17,y,n,n,y,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,"Middle of tussock, green stake",
GP-94,GP,,3,Grey Petrel,2,Late chick rearing,941,GP117,-54.49625599,158.939333,53.449249,,2/08/2018,,,n,n,n,n,y,n,n,y,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-94,GP,,3,Grey Petrel,4,Fledging,941,GP117,-54.49625599,158.939333,53.449249,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,wrong,,,Camera,,"Middle of tussock, green stake",
GP-94,GP,122,4,Grey Petrel,1,Incubation,944,GP118,-54.49634702,158.93935,60.144005,5:18:52,4/06/2018,20,18,y,n,n,n,y,n,n,,,2,occupied,,,,successful,,correct,,,Camera,,"4m below orange star picket, green stake",
GP-94,GP,,4,Grey Petrel,2,Late chick rearing,944,GP118,-54.49634702,158.93935,60.144005,,2/08/2018,,,n,n,n,n,y,n,n,y,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-94,GP,,4,Grey Petrel,3,Late chick rearing,944,GP118,-54.49634702,158.93935,60.144005,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"4m below orange star picket, green stake",
GP-94,GP,,4,Grey Petrel,4,Fledging,944,GP118,-54.49634702,158.93935,60.144005,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"4m below orange star picket, green stake",
GP-93,GP,123,4,Grey Petrel,1,Early chick rearing,949,GP119,-54.49668498,158.940428,75.248749,1:57:07,7/06/2018,29,15,y,y,n,y,y,n,n,,,1C,occupied,,,,successful,,correct,,,Camera,,"On mini ridgeline of tussock, 5m E of short grass, camera trap",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,949,GP119,-54.49668498,158.940428,75.248749,,2/08/2018,,,y,n,y,n,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,949,GP119,-54.49668498,158.940428,75.248749,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"On mini ridgeline of tussock, 5m E of short grass, camera trap",
GP-93,GP,,4,Grey Petrel,4,Fledging,949,GP119,-54.49668498,158.940428,75.248749,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"On mini ridgeline of tussock, 5m E of short grass, camera trap",
GP-93,GP,124,4,Grey Petrel,1,Incubation,951,GP120,-54.497019,158.94053,69.577843,2:31:28,7/06/2018,29,17,y,n,n,y,y,n,n,,,Egg,occupied,,,,failed,,correct,,,Camera,,"Top E corner of site, 4m W of metal rod",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,951,GP120,-54.497019,158.94053,69.577843,,2/08/2018,,,y,n,n,n,y,n,n,,,EGG,occupied,,,,failed,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,951,GP120,-54.497019,158.94053,69.577843,,26/09/2018,,,n,n,n,n,y,n,n,n,,0,empty,,,,failed,,correct,,,Camera,,"Top E corner of site, 4m W of metal rod",
GP-93,GP,,4,Grey Petrel,4,Fledging,951,GP120,-54.497019,158.94053,69.577843,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"Top E corner of site, 4m W of metal rod",
GP-93,GP,125,4,Grey Petrel,1,Early chick rearing,956,GP121,-54.49697399,158.940386,65.409035,3:08:58,7/06/2018,30,18,y,n,n,n,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,"3m E of AM, green stake",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,956,GP121,-54.49697399,158.940386,65.409035,,2/08/2018,,,y,y,n,n,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,956,GP121,-54.49697399,158.940386,65.409035,,26/09/2018,,,n,y,n,n,y,n,n,n,,0,empty,,,,failed,,correct,,,Camera,,"3m E of AM, green stake",
GP-93,GP,,4,Grey Petrel,4,Fledging,956,GP121,-54.49697399,158.940386,65.409035,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"3m E of AM, green stake",
GP-93,GP,126,4,Grey Petrel,1,Early chick rearing,959,GP122,-54.496947,158.939959,48.179321,3:42:34,7/06/2018,21,15,y,n,n,n,y,n,n,,,1C,occupied,,,,successful,,correct,,,Camera,,"E side of tussock patch, above Callitriche. Burrow to left. Be careful of roof. Same brw as A015 2m W where camera was placed",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,959,GP122,-54.496947,158.939959,48.179321,,2/08/2018,,,y,n,n,y,y,y,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,959,GP122,-54.496947,158.939959,48.179321,,26/09/2018,,,n,y,n,n,y,y,n,n,,C,occupied,,,,successful,,correct,,,Camera,,"E side of tussock patch, above Callitriche. Burrow to left. Be careful of roof. Same brw as A015 2m W where camera was placed",
GP-93,GP,,4,Grey Petrel,4,Fledging,959,GP122,-54.496947,158.939959,48.179321,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"E side of tussock patch, above Callitriche. Burrow to left. Be careful of roof. Same brw as A015 2m W where camera was placed",
GP-93,GP,127,4,Grey Petrel,1,Incubation,960,GP123,-54.49692504,158.939968,49.295036,3:48:13,7/06/2018,18,14,y,n,n,y,y,n,n,,,2,occupied,,,,non-breeding,,correct,,,Camera,,"Middle of tussock path, green stake",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,960,GP123,-54.49692504,158.939968,49.295036,,2/08/2018,,,y,n,n,y,n,n,n,,,2,occupied,,,,non-breeding,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,960,GP123,-54.49692504,158.939968,49.295036,,26/09/2018,,,n,n,y,n,y,n,n,y,,0,empty,,,,non-breeding,,correct,,,Camera,,"Middle of tussock path, green stake",
GP-93,GP,,4,Grey Petrel,4,Fledging,960,GP123,-54.49692504,158.939968,49.295036,,4/11/2018,,,,,,,,,,,,0,empty,,,,non-breeding,,correct,,,Camera,,"Middle of tussock path, green stake",
GP-188,GP,128,4,Grey Petrel,1,Early chick rearing,968,GP124,-54.63396404,158.898919,93.89399,23:20:51,14/06/2018,,,y,n,n,y,,n,n,,,1,occupied,,,,uncertain,,correct,,,Camera,,NW corner of site above drop-off - many entrances,
GP-188,GP,,4,Grey Petrel,2,Early chick rearing,968,GP124,-54.63396404,158.898919,93.89399,,31/07/2018,,,y,n,y,y,y,n,n,,,0,empty,,,,uncertain,,correct,,,Camera,,,
GP-188,GP,,4,Grey Petrel,3,Late chick rearing,968,GP124,-54.63396404,158.898919,93.89399,,22/09/2018,,,n,n,n,y,n,n,n,n,,0,empty,,,,uncertain,,correct,,,Camera,,NW corner of site above drop-off - many entrances,
GP-188,GP,,4,Grey Petrel,4,Fledging,968,GP124,-54.63396404,158.898919,93.89399,,4/11/2018,,,,,,,,,,,,0,empty,,,,uncertain,,correct,,,Camera,,NW corner of site above drop-off - many entrances,
GP-188,GP,129,4,Grey Petrel,1,Early chick rearing,969,GP125,-54.63394904,158.898909,94.008331,23:20:58,14/06/2018,,,y,n,n,y,,n,n,,,U,uncertain,,,,successful,,uncertain,,,Camera,,Next to 124,
GP-188,GP,,4,Grey Petrel,2,Early chick rearing,969,GP125,-54.63394904,158.898909,94.008331,,31/07/2018,,,y,n,n,y,y,n,n,,,U,uncertain,,,,successful,,uncertain,,,Camera,,,
GP-188,GP,,4,Grey Petrel,3,Late chick rearing,969,GP125,-54.63394904,158.898909,94.008331,,22/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,Next to 124,
GP-188,GP,,4,Grey Petrel,4,Fledging,969,GP125,-54.63394904,158.898909,94.008331,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,Next to 124,
GP-188,GP,130,4,Grey Petrel,1,Early chick rearing,972,GP126,-54.63403897,158.898813,96.059784,23:27:41,14/06/2018,,,y,n,y,y,,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,"SW corner of site, edge of short grass",
GP-188,GP,,4,Grey Petrel,2,Early chick rearing,972,GP126,-54.63403897,158.898813,96.059784,,31/07/2018,,,y,y,y,y,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-188,GP,,4,Grey Petrel,3,Late chick rearing,972,GP126,-54.63403897,158.898813,96.059784,,22/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"SW corner of site, edge of short grass",
GP-188,GP,,4,Grey Petrel,4,Fledging,972,GP126,-54.63403897,158.898813,96.059784,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"SW corner of site, edge of short grass",
GP-188,GP,131,4,Grey Petrel,1,Early chick rearing,992,GP127,-54.634001,158.899035,95.343468,1:48:59,15/06/2018,,,y,n,n,n,y,n,n,,,1,occupied,,,,successful,,correct,,,Camera,,3m NE of grey star picket,
GP-188,GP,,4,Grey Petrel,2,Early chick rearing,992,GP127,-54.634001,158.899035,95.343468,,31/07/2018,,,y,n,y,n,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-188,GP,,4,Grey Petrel,3,Late chick rearing,992,GP127,-54.634001,158.899035,95.343468,,22/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,3m NE of grey star picket,
GP-188,GP,,4,Grey Petrel,4,Fledging,992,GP127,-54.634001,158.899035,95.343468,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,3m NE of grey star picket,
GP-188,GP,132,4,Grey Petrel,1,Early chick rearing,993,GP128,-54.63401902,158.898973,98.298569,1:59:32,15/06/2018,,,y,n,n,y,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,"Top centre of site at end of short grass, burrow 1m below marker",
GP-188,GP,,4,Grey Petrel,2,Early chick rearing,993,GP128,-54.63401902,158.898973,98.298569,,31/07/2018,,,y,n,n,n,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-188,GP,,4,Grey Petrel,3,Late chick rearing,993,GP128,-54.63401902,158.898973,98.298569,,22/09/2018,,,n,n,n,n,n,n,n,n,,0,empty,,,,failed,,correct,,,Camera,,"Top centre of site at end of short grass, burrow 1m below marker",
GP-188,GP,,4,Grey Petrel,4,Fledging,993,GP128,-54.63401902,158.898973,98.298569,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"Top centre of site at end of short grass, burrow 1m below marker",
GP-188,GP,133,4,Grey Petrel,1,Early chick rearing,994,GP129,-54.63404099,158.898929,95.606148,2:06:55,15/06/2018,,,y,n,y,n,y,n,n,,,U,uncertain,,,,successful,,uncertain,,,Camera,,2m from 128,
GP-188,GP,,4,Grey Petrel,2,Early chick rearing,994,GP129,-54.63404099,158.898929,95.606148,,31/07/2018,,,y,y,y,n,n,n,n,,,0,empty,,,,successful,,wrong,,,Camera,,,
GP-188,GP,,4,Grey Petrel,3,Late chick rearing,994,GP129,-54.63404099,158.898929,95.606148,,22/09/2018,,,n,y,n,y,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,2m from 128,
GP-188,GP,,4,Grey Petrel,4,Fledging,994,GP129,-54.63404099,158.898929,95.606148,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,2m from 128,
GP-186,GP,134,4,Grey Petrel,1,Early chick rearing,1009,GP130,-54.63274003,158.891484,50.113091,2:51:19,15/06/2018,,,y,n,n,y,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,Top of site near AM position,
GP-186,GP,,4,Grey Petrel,2,Early chick rearing,1009,GP130,-54.63274003,158.891484,50.113091,,31/07/2018,,,y,n,y,n,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-186,GP,,4,Grey Petrel,3,Late chick rearing,1009,GP130,-54.63274003,158.891484,50.113091,,22/09/2018,,,y,n,y,n,n,n,n,n,,0,empty,,,,failed,,correct,,,Camera,,Top of site near AM position,
GP-186,GP,,4,Grey Petrel,4,Fledging,1009,GP130,-54.63274003,158.891484,50.113091,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,Top of site near AM position,
GP-186,GP,135,4,Grey Petrel,1,Early chick rearing,1012,GP131,-54.63275,158.891463,48.004658,2:57:04,15/06/2018,,,y,n,n,n,n,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-186,GP,,4,Grey Petrel,2,Early chick rearing,1012,GP131,-54.63275,158.891463,48.004658,,31/07/2018,,,y,n,n,n,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-186,GP,,4,Grey Petrel,3,Late chick rearing,1012,GP131,-54.63275,158.891463,48.004658,,22/09/2018,,,n,n,n,n,n,y,y,y,,0,empty,,,,failed,,correct,,,Camera,,,
GP-186,GP,,4,Grey Petrel,4,Fledging,1012,GP131,-54.63275,158.891463,48.004658,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,,
GP-93,GP,136,4,Grey Petrel,1,Incubation,947,GP452,-54.49660904,158.940522,81.014984,1:36:31,7/06/2018,26,15,y,n,n,y,y,n,n,,,2,occupied,,,,uncertain,,correct,,,Camera,,"3m S of white outflow pipe, 2 entrances, lower one best",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,947,GP452,-54.49660904,158.940522,81.014984,,2/08/2018,,,y,n,y,y,y,n,n,,,0,empty,,,,uncertain,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,947,GP452,-54.49660904,158.940522,81.014984,,26/09/2018,,,n,n,y,n,y,n,n,y,,0,empty,,,,uncertain,,correct,,,Camera,,"3m S of white outflow pipe, 2 entrances, lower one best",
GP-93,GP,,4,Grey Petrel,4,Fledging,947,GP452,-54.49660904,158.940522,81.014984,,4/11/2018,,,,,,,,,,,,0,empty,,,,uncertain,,correct,,,Camera,,"3m S of white outflow pipe, 2 entrances, lower one best",
GP-NW2,GP,137,2,Grey Petrel,3,Late chick rearing,902,GP510,-54.49719602,158.941152,82.950058,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,Next to 101. Not recorded on first two visits,
GP-NW2,GP,,2,Grey Petrel,4,Fledging,902,GP510,-54.49719602,158.941152,82.950058,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,Next to 101,
,GP,138,4,Grey Petrel,1,Early chick rearing,979,GPA,-54.633929,158.899483,72.132187,0:11:13,15/06/2018,,,y,n,y,n,,n,n,,,2,occupied,,,,failed,,correct,,,Camera,,"Well down site 3m E and below conduit at top of dirt slide, no marker",
,GP,,4,Grey Petrel,2,Early chick rearing,979,GPA,-54.633929,158.899483,72.132187,,31/07/2018,,,y,n,y,n,y,n,n,,,1,occupied,,,,failed,,correct,,,Camera,,,
,GP,,4,Grey Petrel,3,Late chick rearing,979,GPA,-54.633929,158.899483,72.132187,,22/09/2018,,,n,n,y,y,y,n,y,y,,EGG,occupied,,,,failed,,correct,,,Camera,,"Well down site 3m E and below conduit at top of dirt slide, no marker",
,GP,,4,Grey Petrel,4,Fledging,979,GPA,-54.633929,158.899483,72.132187,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"Well down site 3m E and below conduit at top of dirt slide, no marker",
GP-93,GP,139,4,Grey Petrel,1,Incubation,946,GPA020,-54.49668297,158.94036,70.059067,23:13:08,5/06/2018,30,17,y,n,n,y,y,n,n,,,1,occupied,,,,failed,,correct,,,Camera,,"W-facing side of small ridge, 2m SW of 119",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,946,GPA020,-54.49668297,158.94036,70.059067,,2/08/2018,,,y,n,y,y,y,n,n,,,C,occupied,,,,failed,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,946,GPA020,-54.49668297,158.94036,70.059067,,26/09/2018,,,n,n,n,y,y,y,n,y,,0,empty,,,,failed,,correct,,,Camera,,"W-facing side of small ridge, 2m SW of 119",
GP-93,GP,,4,Grey Petrel,4,Fledging,946,GPA020,-54.49668297,158.94036,70.059067,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"W-facing side of small ridge, 2m SW of 119",
GP-93,GP,140,1,Grey Petrel,1,Incubation,962,GPA042,-54.49692001,158.939993,52.255856,4:06:11,7/06/2018,25,18,y,n,y,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-93,GP,141,4,Grey Petrel,1,Incubation,950,GPA043,-54.49672404,158.940309,70.086853,2:14:01,7/06/2018,27,17,y,n,n,y,y,n,n,,,2,occupied,,,,uncertain,,correct,,,Camera,,"4m E of scree, camera trap MACQ6",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,950,GPA043,-54.49672404,158.940309,70.086853,,2/08/2018,,,y,n,y,y,n,n,n,,,0,empty,,,,uncertain,,correct,,,Camera,,,
