site,type,tmp_id,brw_count,species,visit,Stage,wpt,brw,lat,lon,elevation,time,date,width,height,diggings,smell,feathers,scat,nest_mat,chick_down,eggshell,runway,recent_sign,contents,cam_content,bs_content,pb_content,ctrap_content,status,est_vs_status_cam,est_vs_status_bs,In or out of site,playback_resp,obs_method,Burrow marker type,Notes,Burrowscoper
7,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP018,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,1,,1,Incubation,284,WHP019,-54.76536202,158.831972,260.523346,5:48:21,1/12/2017,25,13,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,3,White-headed Petrel,1,Incubation,270,WHP020,-54.76524702,158.832013,246.801071,4:28:40,1/12/2017,33,12,y,n,n,n,n,n,n,,,U,uncertain,uncertain,,,successful,uncertain,uncertain,,,BS,New - wood,,PP
7,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP020,,,,,22/02/2018,,,y,n,n,y,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP020,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,281,WHP021,-54.76553896,158.831992,253.264664,5:43:06,1/12/2017,14,9,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,2,,2,Early chick rearing,,WHP021,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,1,Incubation,273,WHP022,-54.76543302,158.832368,240.393829,5:01:12,1/12/2017,24,12,y,n,n,n,n,n,n,,,1,uncertain,occupied,,,successful,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP022,,,,,22/02/2018,,,n,n,n,n,y,n,n,,,U,uncertain,,,,successful,uncertain,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP022,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,282,WHP023,-54.76553402,158.831983,253.21109,5:43:09,1/12/2017,20,12,n,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,2,,2,Early chick rearing,,WHP023,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
11,WHP,,2,,1,Incubation,445,WHP024,-54.77219503,158.814379,229.809067,23:59:08,3/12/2017,25,12,y,n,n,y,n,n,n,,,U,uncertain,,,,empty,uncertain,,,,CAM,New - wood,,JM
11,WHP,,2,,2,Early chick rearing,,WHP024,,,,,23/02/2018,,,n,n,y,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,PP
8,WHP,,2,,1,Incubation,324,WHP025,-54.77178097,158.813397,278.4198,3:15:19,2/12/2017,14,12,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
8,WHP,,2,,2,Early chick rearing,,WHP025,,,,,23/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,301,WHP026,-54.77162004,158.813234,278.381744,0:54:07,2/12/2017,26,14,y,n,y,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
8,WHP,,2,,2,Early chick rearing,,WHP026,,,,,25/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,1,Incubation,374,WHP027,-54.758282,158.797823,191.919586,1:15:17,3/12/2017,26,9,y,n,n,n,y,n,n,,,Empty,uncertain,empty,,,successful,uncertain,wrong,B,,BS,New - wood,Old eggshell,PP
9,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP027,,,,,1/03/2018,,,,y,y,n,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP027,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,323,WHP028,-54.77181399,158.813388,279.491577,3:12:55,2/12/2017,20,12,y,y,n,y,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
8,WHP,,2,,2,Early chick rearing,,WHP028,,,,,23/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,1,Incubation,368,WHP029,-54.758383,158.797979,200.933289,0:48:58,3/12/2017,19,13,y,y,n,y,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,PP
9,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP029,,,,,1/03/2018,,,n,y,n,y,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP029,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,292,WHP030,-54.77176496,158.813196,283.338348,0:06:43,2/12/2017,19,13,y,n,n,y,y,n,,,,Empty,uncertain,empty,,,successful,uncertain,wrong,,,BS,New - wood,,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP030,,,,,25/02/2018,,,n,n,n,y,y,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP030,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,1,Incubation,276,WHP031,-54.765458,158.832258,243.080078,5:09:44,1/12/2017,26,13,n,n,n,n,n,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JB
7,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP031,,,,,22/02/2018,,,n,n,y,n,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP031,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,283,WHP033,-54.76551097,158.831919,249.481293,5:45:28,1/12/2017,25,14,y,n,y,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,2,,2,Early chick rearing,,WHP033,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,2,White-headed Petrel,1,Incubation,325,WHP034,-54.771757,158.813394,274.750793,3:20:22,2/12/2017,20,13,y,n,n,n,y,n,n,,,1,occupied,occupied,,,uncertain,correct,correct,,,CAM,New - wood,,JM
8,WHP,,2,White-headed Petrel,2,Early chick rearing,,WHP034,,,,,23/02/2018,,,y,n,n,y,n,n,n,,,0,empty,,,,uncertain,correct,,,,CAM,,,JB
11,WHP,,2,,1,Incubation,440,WHP035,-54.772305,158.814323,233.370789,23:49:06,3/12/2017,25,12,y,n,n,y,y,n,n,,,U,uncertain,,,,empty,uncertain,,,,CAM,New - wood,,JM
11,WHP,,2,,2,Early chick rearing,,WHP035,,,,,23/02/2018,,,n,n,y,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,PP
8,WHP,,2,,1,Incubation,307,WHP036,-54.77182799,158.813277,278.142456,2:37:12,2/12/2017,23,14,y,y,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
8,WHP,,2,,2,Early chick rearing,,WHP036,,,,,25/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,2,White-headed Petrel,1,Incubation,288,WHP037,-54.77179999,158.813032,290.121124,23:43:44,1/12/2017,31,14,y,n,n,n,y,n,n,,,1,uncertain,occupied,,,uncertain,uncertain,correct,,,BS,New - wood,Eggshell at entrance. Calling,JB
8,WHP,,2,White-headed Petrel,2,Early chick rearing,,WHP037,,,,,25/02/2018,,,n,n,n,y,y,n,n,,,0,uncertain,empty,,,uncertain,uncertain,correct,,,BS,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,300,WHP038,-54.77160897,158.8132,277.786835,0:48:19,2/12/2017,21,12,y,n,n,n,y,n,n,,,Empty,uncertain,empty,,,non-breeding,uncertain,correct,Outside,,BS,New - wood,Had old un-numbered conduit.,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP038,,,,,25/02/2018,,,y,n,y,n,n,n,n,,,1,occupied,,,,non-breeding,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP038,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,u,uncertain,,,,non-breeding,uncertain,,,,CAM,,,JB
10,WHP,,2,,1,Incubation,412,WHP039,-54.75754498,158.803119,299.358765,5:00:43,3/12/2017,17,13,y,y,y,y,y,n,n,,,U,uncertain,,,,empty,uncertain,,,,CAM,New - wood,,JM
10,WHP,,2,,2,Early chick rearing,,WHP039,,,,,1/03/2018,,,n,n,y,n,y,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,340,WHP040,-54.77156597,158.813452,265.950653,4:26:22,2/12/2017,17,12,y,n,n,n,y,n,n,,,Empty,uncertain,empty,,,successful,uncertain,wrong,,,BS,New - wood,,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP040,,,,,25/02/2018,,,n,n,y,n,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP040,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,341,WHP041,-54.77152498,158.813493,262.957306,4:30:09,2/12/2017,25,11,n,n,n,n,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
8,WHP,,2,,2,Early chick rearing,,WHP041,,,,,23/02/2018,,,n,n,y,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,1,Incubation,433,WHP042,-54.757478,158.803044,291.609222,6:20:54,3/12/2017,23,12,y,y,n,n,y,n,n,,,U,uncertain,,,,successful,uncertain,,Outside,,CAM,New - wood,,JB
10,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP042,,,,,1/03/2018,,,n,y,n,y,y,n,n,,,c,uncertain,occupied,,,successful,uncertain,correct,,,BS,,,JB
10,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP042,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,326,WHP043,-54.77174602,158.813394,275.420959,3:20:26,2/12/2017,16,10,y,n,y,n,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
8,WHP,,2,,2,Early chick rearing,,WHP043,,,,,25/02/2018,,,n,n,y,n,y,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,309,WHP044,-54.77178097,158.813347,273.500946,2:41:50,2/12/2017,22,12,y,y,y,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,Heard calling,JM
8,WHP,,2,,2,Early chick rearing,,WHP044,,,,,25/02/2018,,,n,n,n,y,y,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,303,WHP045,-54.77172196,158.813105,286.872894,1:09:03,2/12/2017,26,11,y,y,y,n,y,n,n,,,Empty,uncertain,empty,,,successful,uncertain,wrong,,,BS,New - wood,,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP045,,,,,25/02/2018,,,n,n,y,y,y,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP045,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,287,WHP046,-54.77173101,158.813054,290.270874,23:41:56,1/12/2017,15,8,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
8,WHP,,2,,2,Early chick rearing,,WHP046,,,,,25/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,1,White-headed Petrel,1,Incubation,332,WHP047,-54.77169002,158.813572,271.627899,4:04:03,2/12/2017,17,14,y,n,y,y,y,n,n,,,1,occupied,occupied,,,uncertain,correct,correct,,,CAM,New - wood,,JM
11,WHP,,3,,1,Incubation,463,WHP048,-54.77192799,158.814613,222.102371,0:46:27,4/12/2017,30,12,y,n,y,n,y,n,n,,,U,uncertain,,,,successful,uncertain,,,,CAM,New - wood,,JM
11,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP048,,,,,23/02/2018,,,n,n,y,n,y,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,PP
11,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP048,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,297,WHP049,-54.771773,158.813295,278.353912,0:36:22,2/12/2017,17,10,y,n,n,n,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP049,,,,,25/02/2018,,,y,n,y,n,y,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP049,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,267,WHP050,-54.76526597,158.832186,251.66095,3:57:57,1/12/2017,28,12,n,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,2,,2,Early chick rearing,,WHP050,,,,,22/02/2018,,,y,n,n,n,,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
10,WHP,,2,,1,Incubation,415,WHP051,-54.75758797,158.803175,298.753845,5:09:57,3/12/2017,32,13,n,n,y,n,n,n,n,,,Empty,empty,empty,,,empty,correct,correct,,,CAM,New - wood,,JB
10,WHP,,2,,2,Early chick rearing,,WHP051,,,,,1/03/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
11,WHP,,2,,1,Incubation,473,WHP052,-54.77235404,158.814472,224.093628,1:12:33,4/12/2017,25,11,y,n,n,n,y,n,n,,,U,uncertain,,,,empty,uncertain,,,,CAM,New - wood,,JM
11,WHP,,2,,2,Early chick rearing,,WHP052,,,,,23/02/2018,,,n,n,n,n,y,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
10,WHP,,2,,1,Incubation,420,WHP053,-54.75757398,158.80279,290.618164,5:50:56,3/12/2017,26,13,y,n,n,n,n,n,n,,,Empty,empty,empty,,,empty,correct,correct,Outside,,CAM,New - wood,,JM
10,WHP,,2,,2,Early chick rearing,,WHP053,,,,,1/03/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
9,WHP,,2,White-headed Petrel,1,Incubation,364,WHP054,-54.75834704,158.798079,204.48526,0:32:15,3/12/2017,20,12,y,n,n,n,n,n,n,,,1,occupied,occupied,,,uncertain,correct,correct,,,CAM,New - wood,,PP
9,WHP,,2,White-headed Petrel,2,Early chick rearing,,WHP054,,,,,1/03/2018,,,,,y,y,n,n,n,,,0,empty,,,,uncertain,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,338,WHP055,-54.77157997,158.813417,269.093933,4:22:44,2/12/2017,24,12,y,y,n,n,y,n,n,,,Empty,uncertain,empty,,,successful,uncertain,wrong,,,BS,New - wood,Old conduit 28. Difficult to read so replaced.,JM
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP055,,,,,23/02/2018,,,n,n,n,n,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP055,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,1,Incubation,413,WHP056,-54.75753802,158.803127,299.708496,5:05:11,3/12/2017,21,12,y,y,n,y,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JB
10,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP056,,,,,1/03/2018,,,n,y,n,n,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP056,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,296,WHP057,-54.77173503,158.813305,280.258789,0:32:45,2/12/2017,21,12,y,n,n,n,y,n,n,,,Empty,uncertain,empty,,,successful,uncertain,wrong,,,BS,New - wood,,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP057,,,,,25/02/2018,,,n,n,y,n,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP057,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,299,WHP058,-54.771628,158.813201,279.766907,0:41:42,2/12/2017,29,15,y,y,n,n,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,Outside,,CAM,New - wood,,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP058,,,,,25/02/2018,,,n,n,n,y,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP058,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,302,WHP059,-54.77161802,158.813291,278.630554,0:56:35,2/12/2017,30,12,y,y,y,y,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JB
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP059,,,,,25/02/2018,,,y,n,n,n,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP059,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,274,WHP060,-54.76551499,158.832316,253.791046,5:05:37,1/12/2017,19,11,y,n,n,n,n,n,n,,,Empty,empty,empty,,,empty,correct,correct,,,CAM,New - wood,Burrow doesn't go anywhere,JB
7,WHP,,2,,2,Early chick rearing,,WHP060,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,1,Incubation,399,WHP061,-54.757563,158.802896,293.290833,4:31:30,3/12/2017,27,12,y,y,n,y,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JB
10,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP061,,,,,1/03/2018,,,n,y,n,n,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP061,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,290,WHP062,-54.77179597,158.812989,291.468628,23:51:51,1/12/2017,20,12,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,Burrow doesn't go anywhere,JB
8,WHP,,2,,2,Early chick rearing,,WHP062,,,,,25/02/2018,,,n,n,y,y,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
9,WHP,,2,,1,Incubation,393,WHP063,-54.75842499,158.797589,186.291595,3:07:00,3/12/2017,20,10,y,n,y,n,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,PP
9,WHP,,2,,2,Early chick rearing,,WHP063,,,,,1/03/2018,,,n,n,y,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
10,WHP,,2,White-headed Petrel,1,Incubation,402,WHP064,-54.75748203,158.803011,292.708588,4:35:58,3/12/2017,19,12,n,n,y,n,y,n,n,,,U,uncertain,,,,failed,uncertain,,,,CAM,New - wood,,JM
10,WHP,,2,White-headed Petrel,2,Early chick rearing,,WHP064,,,,,1/03/2018,,,y,n,y,n,y,n,n,,,egg,occupied,,,,failed,correct,,,,CAM,,,JB
7,WHP,,2,Sooty Shearwater,1,Incubation,265,WHP065,-54.765257,158.832281,243.576904,3:49:27,1/12/2017,20,12,n,y,n,y,n,n,n,,,SS,uncertain,occupied,,,non-breeding,uncertain,correct,,,BS,New - wood,,PP
7,WHP,,2,Sooty Shearwater,2,Early chick rearing,,WHP065,,,,,22/02/2018,,,y,y,y,n,n,n,n,,,0,empty,,,,non-breeding,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,306,WHP066,-54.77183302,158.81318,281.71994,2:34:48,2/12/2017,25,13,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,Burrow doesn't go anywhere,JM
8,WHP,,2,,2,Early chick rearing,,WHP066,,,,,25/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,3,White-headed Petrel,1,Incubation,310,WHP067,-54.77181802,158.813276,276.85791,2:44:54,2/12/2017,20,15,y,n,n,n,y,n,n,,,1,occupied,occupied,,,uncertain,correct,correct,,,CAM,New - wood,Heard calling,JM
8,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP067,,,,,25/02/2018,,,n,y,n,n,y,n,n,,,C,uncertain,occupied,,,uncertain,uncertain,correct,,,BS,,,JB
8,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP067,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,u,uncertain,,,,uncertain,uncertain,,,,CAM,,,JB
11,WHP,,2,,1,Incubation,468,WHP068,-54.77218598,158.814596,220.257553,1:00:38,4/12/2017,22,10,y,n,n,n,y,n,n,,,U,uncertain,,,,empty,uncertain,,,,CAM,New - wood,,JB
11,WHP,,2,,2,Early chick rearing,,WHP068,,,,,23/02/2018,,,n,n,n,y,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,PP
11,WHP,,3,White-headed Petrel,1,Incubation,467,WHP069,-54.77210501,158.814498,219.748779,0:55:28,4/12/2017,19,12,y,y,n,y,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JB
11,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP069,,,,,23/02/2018,,,n,y,n,n,y,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,PP
11,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP069,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
11,WHP,,2,,2,Early chick rearing,,WHP070,,,,,23/02/2018,,,n,n,y,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
11,WHP,,2,,1,Early chick rearing,,WHP070,,,,,4/12/2018,,,n,n,y,n,n,n,n,,,0,empty,empty,,,empty,correct,correct,,,CAM,,,JB
11,WHP,,3,White-headed Petrel,1,Incubation,444,WHP071,-54.77222999,158.81432,231.414246,23:57:41,3/12/2017,20,10,y,n,n,n,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JM
11,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP071,,,,,23/02/2018,,,n,n,y,y,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,PP
11,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP071,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,1,Incubation,411,WHP072,-54.75752503,158.803077,296.936554,4:57:31,3/12/2017,25,13,y,n,n,y,y,n,n,,,1,occupied,occupied,,,uncertain,correct,correct,,,CAM,New - wood,,JM
10,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP072,,,,,1/03/2018,,,n,n,n,n,y,n,n,,,0,empty,,,,uncertain,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP072,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,uncertain,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,1,Incubation,418,WHP073,-54.75767598,158.803091,298.058228,5:35:04,3/12/2017,25,13,y,y,y,y,n,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JM
10,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP073,,,,,1/03/2018,,,y,n,n,n,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP073,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,1,Incubation,416,WHP074,-54.75761899,158.803114,298.195496,5:21:46,3/12/2017,25,12,y,n,n,n,y,n,n,,,U,uncertain,,,,successful,uncertain,,,,CAM,New - wood,,JB
10,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP074,,,,,1/03/2018,,,n,n,y,n,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
10,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP074,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
11,WHP,,2,,1,Incubation,464,WHP075,-54.771945,158.814667,221.08136,0:49:39,4/12/2017,20,13,n,n,n,n,n,n,n,,,Empty,empty,empty,,,empty,correct,correct,,,CAM,New - wood,Burrow doesn't go anywhere,JM
11,WHP,,2,,2,Early chick rearing,,WHP075,,,,,23/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,PP
8,WHP,,2,,1,Incubation,305,WHP076,-54.77180603,158.813119,285.73053,2:23:24,2/12/2017,25,16,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
8,WHP,,2,,2,Early chick rearing,,WHP076,,,,,25/02/2018,,,y,n,n,y,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,304,WHP077,-54.77177401,158.813142,282.622955,2:01:25,2/12/2017,17,13,y,y,y,n,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
